1 ; 111.16 ; 1.24  ; 1.00 ; 100
2 ; 56.36  ; 2.44  ; 1.97 ; 98
4 ; 29.87  ; 4.60  ; 3.71 ; 93
8 ; 15.71  ; 8.75  ; 7.06 ; 88
16; 8.26   ; 16.64 ;13.42 ; 84
