Gflops		Taille du bloc en Y										
		1	2	4	8	16	32	64	128	256	512	1024
Taille du bloc en X	1											
	2											
	4			veut pas								
	8				69.681419							
	16					99.646202						
	32						104.513634					
	64											
	128											
	256											
	512											
	1024											
