1  ; 8,81 ; 15,61 ; 1,00 ; 100
2  ; 5,73 ; 23,97 ; 1,54 ; 77
4  ; 3,77 ; 36,41 ; 2,33 ; 58
8  ; 2,75 ; 20,07 ; 3,21 ; 40
16 ; 2,21 ; 63,08 ; 3,98 ; 25
