1  ; 58,84 ; 2,33  ; 1,00  ; 100
2  ; 19,55 ; 4,65  ; 2,00  ; 100
4  ; 15,64 ; 8,78  ; 3,77  ; 94
8  ; 8,57  ; 16,04 ; 6,88  ; 86
16 ; 4,85  ; 28,39 ; 12,18 ; 76
